IndicatorNameRu;CountryNameRu;2016;2015;2014;2013;2012;2011;2010;2009;2008;2007;2006;2005;2004;2003;2002;2001;2000;1999;1998;1997;1996;1995;1994;1993;1992;1991;1990;1989;1988;1987;1986;1985;1984;1983;1982;1981;1980;1979;1978;1977;1976;1975;1974;1973;1972;1971;1970;1969;1968;1967;1966;1965;1964;1963;1962;1961;1960;CountryName;CountryCode;IndicatorName;IndicatorCode
Население, всего;Гондурас;;8075060;7961680;7849059;7736131;7621414;7503875;7383098;7259470;7133737;7007029;6880181;6753352;6626304;6499001;6371304;6243080;6114534;5985675;5855946;5724587;5591136;5455481;5318042;5179557;5041050;4903363;4766802;4631491;4497875;4366401;4237436;4111369;3988371;3868296;3750843;3635862;3523283;3413426;3306988;3204883;3107735;3015606;2928190;2845260;2766444;2691309;2620014;2552200;2486288;2420234;2352637;2282764;2211144;2139208;2069085;2002333;Honduras;HND;Population, total;SP.POP.TOTL
Население, всего;Гонконг, Китай;;7305700;7241700;7187500;7154600;7071600;7024200;6972800;6957800;6916300;6857100;6813200;6783500;6730800;6744100;6714300;6665000;6606500;6543700;6489300;6435500;6156100;6035400;5901000;5800500;5752000;5704500;5686200;5627600;5590500;5524600;5456200;5397900;5345100;5264500;5183400;5063100;4929700;4667500;4583700;4518000;4461600;4334200;4241600;4123600;4045300;3959000;3863900;3802700;3722800;3629900;3597900;3504600;3420900;3305200;3168100;3075605;Hong Kong SAR, China;HKG;Population, total;SP.POP.TOTL
Население, всего;Гренада;;106825;106349;105902;105476;105070;104677;104298;103934;103587;103259;102951;102657;102371;102100;101849;101620;101441;101302;101125;100796;100253;99403;98302;97201;96455;96286;96871;98063;99381;100146;99907;98440;95981;93091;90575;89004;88571;89070;90187;91435;92453;93151;93629;93937;94180;94430;94682;94875;94962;94878;94579;94066;93354;92424;91260;89861;Grenada;GRD;Population, total;SP.POP.TOTL
Население, всего;Гренландия;;56114;56295;56483;56810;56890;56905;56323;56328;56555;56774;56935;56911;56765;56609;56350;56200;56100;56100;56000;55900;55800;55500;55200;55300;55500;55600;55300;54800;54100;53500;53200;52700;52100;51500;51000;50200;49600;49200;49400;49700;49600;49500;49000;48300;47200;46400;44900;43400;41900;40500;39200;37600;36400;35000;33700;32500;Greenland;GRL;Population, total;SP.POP.TOTL
Население, всего;Греция;;1,082373E+07;1,089241E+07;1,096521E+07;1,104501E+07;1,11049E+07;1,112134E+07;1,110702E+07;1,107784E+07;1,104847E+07;1,102036E+07;1,098731E+07;1,095514E+07;1,092807E+07;1,090202E+07;1,086213E+07;1,080581E+07;1,07617E+07;1,072051E+07;1,066126E+07;1,06088E+07;1,056215E+07;1,051292E+07;1,046042E+07;1,039906E+07;1,031993E+07;1,019679E+07;1,00895E+07;1,003698E+07;1,00006E+07;9967213;9934300;9895801;9846627;9789513;9729350;9642505;9548258;9429959;9308479;9188150;9046541;8962022;8929086;8888628;8831036;8792806;8772764;8740765;8684088;8613651;8550333;8510429;8479625;8448233;8398050;8331725;Greece;GRC;Population, total;SP.POP.TOTL
Население, всего;Грузия;;3679000;3727000;3776000;3825000;3875000;3926000;3978000;4030000;4082000;4136000;4190000;4245000;4301000;4357000;4386400;4418300;4452500;4487300;4531600;4616100;4734000;4861600;4911100;4873500;4835900;4802000;4803300;4790700;4743500;4704500;4662900;4622200;4582900;4542800;4504500;4467700;4430200;4397700;4372100;4342400;4311200;4279500;4242500;4205300;4009400;3967800;4080300;4042300;4005800;3966700;3921600;3870300;3816100;3760300;3703600;3645600;Georgia;GEO;Population, total;SP.POP.TOTL
Население, всего;Гуам;;169885;167543;165121;162807;160858;159440;158621;158310;158332;158429;158401;158194;157823;157241;156417;155328;153951;152275;150306;148060;145562;142806;139820;136696;133553;130482;127525;124677;121924;119232;116576;113961;111405;108911;106486;104131;101846;99628;97476;95386;93354;91381;89463;87585;85728;83880;82042;80219;78409;76611;74827;73048;71289;69607;68073;66741;Guam;GUM;Population, total;SP.POP.TOTL
Население, всего;Дания;;5676002;5643475;5614932;5591572;5570572;5547683;5523095;5493621;5461438;5437272;5419432;5404523;5390574;5375931;5358783;5339616;5321799;5304219;5284991;5263074;5233373;5206180;5188628;5171370;5154298;5140939;5132594;5129516;5127024;5120534;5113691;5111619;5114297;5117810;5121572;5123027;5116801;5104248;5088419;5072596;5059862;5045297;5021861;4991596;4963126;4928757;4891860;4864883;4835354;4797381;4759012;4722072;4684483;4647727;4611687;4579603;Denmark;DNK;Population, total;SP.POP.TOTL
Население, всего;Демократическая Республика Конго;;7,726682E+07;7,487703E+07;7,255286E+07;7,029116E+07;6,808738E+07;6,593871E+07;6,38451E+07;6,180928E+07;5,983488E+07;5,792684E+07;5,608954E+07;5,431486E+07;5,260221E+07;5,097141E+07;4,944902E+07;4,804866E+07;4,678824E+07;4,564795E+07;4,455835E+07;4,3425E+07;4,218362E+07;4,080401E+07;3,931496E+07;3,778384E+07;3,630921E+07;3,496268E+07;3,376306E+07;3,268871E+07;3,172154E+07;3,08291E+07;2,998566E+07;2,919068E+07;2,844812E+07;2,77411E+07;2,704914E+07;2,635741E+07;2,565649E+07;2,494811E+07;2,424264E+07;2,355678E+07;2,290228E+07;2,228208E+07;2,16906E+07;2,1121E+07;2,056311E+07;2,00099E+07;1,945887E+07;1,891318E+07;1,837819E+07;1,786186E+07;1,736986E+07;1,69039E+07;1,646191E+07;1,604125E+07;1,563772E+07;1,524825E+07;Congo, Dem. Rep.;ZAR;Population, total;SP.POP.TOTL
Население, всего;Джибути;;887861;876174;864554;853069;841802;830802;820097;809639;799309;788941;778406;767644;756656;745459;734088;722562;710652;698256;685644;673202;661076;649878;639215;627063;610679;588356;558810;523266;485565;451068;423470;404589;392908;384743;374683;358960;336254;308213;277622;248619;224182;205157;190536;179212;169370;159667;149891;140461;131403;122868;114963;107584;100622;94200;88499;83636;Djibouti;DJI;Population, total;SP.POP.TOTL
Население, всего;Доминика;;72680;72341;72005;71685;71402;71167;70995;70881;70795;70690;70542;70325;70058;69806;69660;69679;69902;70295;70756;71146;71367;71372;71205;70978;70849;70928;71242;71743;72368;73025;73640;74215;74750;75168;75376;75313;74923;74239;73411;72648;72091;71811;71745;71737;71566;71076;70212;69042;67682;66305;65038;63921;62920;61984;61035;60016;Dominica;DMA;Population, total;SP.POP.TOTL
Население, всего;Доминиканская Республика;;1,052839E+07;1,040594E+07;1,028141E+07;1,015504E+07;1,002714E+07;9897983;9767737;9636491;9504336;9371333;9237565;9102997;8967759;8832286;8697127;8562623;8429116;8296375;8163474;8029114;7892420;7753052;7611463;7468551;7325622;7183646;7042940;6903314;6764623;6626544;6488857;6351572;6214857;6078816;5943591;5809271;5675930;5543520;5411867;5280727;5149934;5019471;4889437;4759935;4631114;4503114;4376056;4250026;4125107;4001377;3878952;3757962;3638628;3521276;3406299;3294039;Dominican Republic;DOM;Population, total;SP.POP.TOTL
Население, всего;Египет;;9,150808E+07;8,957967E+07;8,761391E+07;8,56609E+07;8,378763E+07;8,204099E+07;8,044244E+07;7,897612E+07;7,760533E+07;7,627429E+07;7,494211E+07;7,359606E+07;7,224762E+07;7,090871E+07;6,959994E+07;6,83349E+07;6,711288E+07;6,592262E+07;6,475457E+07;6,359563E+07;6,243453E+07;6,127285E+07;6,010837E+07;5,892202E+07;5,768983E+07;5,639727E+07;5,503594E+07;5,361768E+07;5,217384E+07;5,074819E+07;4,937381E+07;4,806154E+07;4,680722E+07;4,561043E+07;4,446592E+07;4,336955E+07;4,232174E+07;4,132481E+07;4,037767E+07;3,947858E+07;3,862441E+07;3,781558E+07;3,704681E+07;3,630215E+07;3,556109E+07;3,48086E+07;3,403815E+07;3,325228E+07;3,245656E+07;3,166091E+07;3,087298E+07;3,009408E+07;2,932271E+07;2,856074E+07;2,781E+07;2,70724E+07;Egypt, Arab Rep.;EGY;Population, total;SP.POP.TOTL
Население, всего;Замбия;;1,621177E+07;1,572134E+07;1,524609E+07;1,478658E+07;1,434353E+07;1,391744E+07;1,350785E+07;1,311458E+07;1,273868E+07;1,238151E+07;1,204359E+07;1,172564E+07;1,142601E+07;1,113998E+07;1,086124E+07;1,058522E+07;1,030931E+07;1,003441E+07;9763742;9502346;9253527;9018229;8794061;8576987;8361381;8143142;7921028;7696070;7469270;7242496;7017292;6793708;6571673;6352561;6138069;5929497;5727577;5532350;5343550;5160570;4983017;4810810;4644329;4484141;4331002;4185378;4047479;3916928;3792864;3674088;3559687;3449266;3342894;3240664;3142848;3049586;Zambia;ZMB;Population, total;SP.POP.TOTL
Население, всего;Западный берег и Газа;;4422143;4294682;4169506;4046901;3927051;3811102;3702218;3596688;3494496;3406334;3320396;3236626;3154969;3075373;2997784;2922153;2848431;2776568;2706518;2587997;2474666;2366298;2262676;2163591;2068845;1978248;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;West Bank and Gaza;WBG;Population, total;SP.POP.TOTL
Население, всего;Зимбабве;;1,560275E+07;1,524586E+07;1,489809E+07;1,456548E+07;1,425559E+07;1,39739E+07;1,3721E+07;1,349546E+07;1,32978E+07;1,312794E+07;1,298442E+07;1,286783E+07;1,277416E+07;1,269143E+07;1,260399E+07;1,249998E+07;1,237402E+07;1,222674E+07;1,205986E+07;1,187766E+07;1,168314E+07;1,147681E+07;1,125651E+07;1,101972E+07;1,076304E+07;1,048477E+07;1,018497E+07;9866776;9535657;9198874;8862601;8528328;8197564;7876414;7571965;7289083;7031159;6796946;6580739;6373956;6170284;5967861;5768382;5573312;5385342;5206311;5036321;4874113;4718612;4568320;4422132;4279561;4140804;4006262;3876638;3752390;Zimbabwe;ZWE;Population, total;SP.POP.TOTL
Население, всего;Зона евро;;3,394251E+08;3,386171E+08;3,387553E+08;3,361615E+08;3,369403E+08;3,361426E+08;3,353533E+08;3,342702E+08;3,326445E+08;3,309256E+08;3,293853E+08;3,276879E+08;3,258906E+08;3,241283E+08;3,224547E+08;3,209974E+08;3,197799E+08;3,189231E+08;3,182788E+08;3,175839E+08;3,168374E+08;3,161059E+08;3,152707E+08;3,140658E+08;3,126747E+08;3,115228E+08;3,100438E+08;3,086748E+08;3,076143E+08;3,067482E+08;3,05968E+08;3,053804E+08;3,048709E+08;3,042708E+08;3,034806E+08;3,023114E+08;3,011098E+08;2,999165E+08;2,98597E+08;2,973746E+08;2,960175E+08;2,944704E+08;2,927899E+08;2,909389E+08;2,889997E+08;2,874162E+08;2,858551E+08;2,839669E+08;2,821145E+08;2,801475E+08;2,778567E+08;2,753822E+08;2,728764E+08;2,703248E+08;2,678253E+08;2,653965E+08;Euro area;EMU;Population, total;SP.POP.TOTL
Население, всего;Израиль;;8380400;8215700;8059500;7910500;7765800;7623600;7485600;7308800;7180100;7053700;6930100;6809000;6689700;6570000;6439000;6289000;6125000;5971000;5836000;5692000;5545000;5399000;5261000;5123000;4949000;4660000;4518000;4442000;4369000;4299000;4233000;4159000;4105000;4031000;3956000;3878000;3786000;3690000;3613000;3533000;3455000;3377000;3278000;3148000;3069000;2974000;2877000;2803000;2745000;2629000;2563000;2475000;2379000;2293000;2185000;2114020;Israel;ISR;Population, total;SP.POP.TOTL
Население, всего;Индия;;1,31105E+09;1,295292E+09;1,279499E+09;1,26359E+09;1,247446E+09;1,230984E+09;1,214182E+09;1,19707E+09;1,179686E+09;1,162088E+09;1,144326E+09;1,126419E+09;1,10837E+09;1,090189E+09;1,071888E+09;1,053481E+09;1,034977E+09;1,016403E+09;9,978173E+08;9,792904E+08;9,60875E+08;9,426042E+08;9,244756E+08;9,064614E+08;8,885139E+08;8,706018E+08;8,527361E+08;8,349444E+08;8,172323E+08;7,996072E+08;7,820851E+08;7,646643E+08;7,473748E+08;7,303035E+08;7,135614E+08;6,972298E+08;6,813585E+08;6,659364E+08;6,509076E+08;6,361828E+08;6,217036E+08;6,074465E+08;5,934519E+08;5,798006E+08;5,666054E+08;5,539432E+08;5,418449E+08;5,302747E+08;5,191621E+08;5,084029E+08;4,979203E+08;4,876901E+08;4,7773E+08;4,680541E+08;4,586915E+08;4,496619E+08;India;IND;Population, total;SP.POP.TOTL
Население, всего;Индонезия;;2,575638E+08;2,544548E+08;2,512683E+08;2,480379E+08;2,448083E+08;2,416131E+08;2,384652E+08;2,353608E+08;2,322968E+08;2,29264E+08;2,262547E+08;2,232686E+08;2,203078E+08;2,173691E+08;2,144483E+08;2,115404E+08;2,086441E+08;2,057535E+08;2,028539E+08;1,999266E+08;1,969578E+08;1,939399E+08;1,908732E+08;1,877621E+08;1,846147E+08;1,814368E+08;1,782332E+08;1,750009E+08;1,717289E+08;1,68402E+08;1,650122E+08;1,615556E+08;1,580443E+08;1,545063E+08;1,509788E+08;1,474904E+08;1,440535E+08;1,406659E+08;1,373221E+08;1,340107E+08;1,307241E+08;1,274652E+08;1,242423E+08;1,210595E+08;1,17922E+08;1,148348E+08;1,118001E+08;1,088216E+08;1,059074E+08;1,030674E+08;1,003089E+08;9,763802E+07;9,505567E+07;9,255801E+07;9,013823E+07;8,779251E+07;Indonesia;IDN;Population, total;SP.POP.TOTL
Население, всего;Иордания;;7594547;7416083;7214832;6994451;6760371;6517912;6266865;6010035;5759424;5530218;5332982;5171633;5042538;4938935;4850227;4767476;4691402;4621329;4545248;4448113;4320158;4154813;3957221;3743944;3538663;3358453;3209466;3086664;2982349;2884065;2782885;2676515;2568582;2462968;2365665;2280670;2208562;2146662;2091716;2039114;1985121;1929939;1873548;1811870;1739903;1654769;1553585;1438986;1320414;1210948;1119798;1050725;1000506;962783;927850;888632;Jordan;JOR;Population, total;SP.POP.TOTL
Население, всего;Ирак;;3,64234E+07;3,527329E+07;3,410737E+07;3,295762E+07;3,186776E+07;3,086816E+07;2,997063E+07;2,916333E+07;2,842354E+07;2,771698E+07;2,701771E+07;2,632053E+07;2,563043E+07;2,494379E+07;2,425879E+07;2,357475E+07;2,28886E+07;2,220084E+07;2,151936E+07;2,085541E+07;2,021776E+07;1,96069E+07;1,902197E+07;1,846852E+07;1,795291E+07;1,747846E+07;1,704817E+07;1,665771E+07;1,629372E+07;1,593786E+07;1,55764E+07;1,520475E+07;1,482488E+07;1,443766E+07;1,404627E+07;1,365336E+07;1,325791E+07;1,285923E+07;1,2461E+07;1,20682E+07;1,168459E+07;1,13123E+07;1,095117E+07;1,059985E+07;1,02559E+07;9917982;9585576;9260685;8947399;8651167;8375791;8122200;7888914;7674220;7475354;7289759;Iraq;IRQ;Population, total;SP.POP.TOTL
Население, всего;Иран;;7,910927E+07;7,814365E+07;7,715245E+07;7,615698E+07;7,518432E+07;7,425338E+07;7,337098E+07;7,25307E+07;7,172086E+07;7,092317E+07;7,012211E+07;6,932195E+07;6,852207E+07;6,769668E+07;6,681274E+07;6,585006E+07;6,478036E+07;6,361606E+07;6,242609E+07;6,130663E+07;6,031863E+07;5,950129E+07;5,881186E+07;5,81301E+07;5,728804E+07;5,61692E+07;5,473524E+07;5,303594E+07;5,115212E+07;4,920558E+07;4,729079E+07;4,542902E+07;4,36105E+07;4,186237E+07;4,020908E+07;3,866822E+07;3,725677E+07;3,597759E+07;3,481423E+07;3,373923E+07;3,273056E+07;3,17849E+07;3,090356E+07;3,007384E+07;2,928113E+07;2,851401E+07;2,776524E+07;2,703294E+07;2,631812E+07;2,562465E+07;2,495512E+07;2,430808E+07;2,368043E+07;2,307143E+07;2,248042E+07;2,19069E+07;Iran, Islamic Rep.;IRN;Population, total;SP.POP.TOTL
Население, всего;Ирландия;;4640703;4617225;4598294;4586897;4576794;4560155;4535375;4489544;4398942;4273591;4159914;4070262;3996521;3931947;3866243;3805174;3754786;3712696;3674171;3637510;3608841;3590386;3576261;3558430;3534235;3513974;3511009;3524949;3540057;3539690;3538082;3532423;3510600;3485800;3453000;3412800;3373750;3329100;3282200;3238050;3189550;3137500;3085950;3036850;2992050;2957250;2932650;2915550;2902450;2888800;2877300;2866550;2852650;2836050;2824400;2828600;Ireland;IRL;Population, total;SP.POP.TOTL
Население, всего;Исландия;;330823;327386;323764;320716;319014;318041;318499;317414;311566;303782;296734;292074;289521;287523;284968;281205;277381;274047;271128;268916;267468;266021;263725;261057;257797;254826;252852;249740;245859;243180;241405;239511;236977;233860;230755;228138;225735;223537;221799;220154;217979;215209;212317;209137;206098;204438;203369;201488;198751;195570;192286;188983;185653;182378;179029;175574;Iceland;ISL;Population, total;SP.POP.TOTL
Население, всего;Испания;;4,641827E+07;4,648088E+07;4,662004E+07;4,677306E+07;4,67427E+07;4,65769E+07;4,636294E+07;4,59541E+07;4,52268E+07;4,439732E+07;4,365316E+07;4,29219E+07;4,218764E+07;4,143156E+07;4,0756E+07;4,026322E+07;3,992627E+07;3,972111E+07;3,958241E+07;3,947818E+07;3,938702E+07;3,929497E+07;3,91894E+07;3,906774E+07;3,893905E+07;3,885044E+07;3,879147E+07;3,871585E+07;3,863082E+07;3,853562E+07;3,841882E+07;3,827858E+07;3,812243E+07;3,79428E+07;3,774056E+07;3,743904E+07;3,720112E+07;3,68725E+07;3,637005E+07;3,593944E+07;3,553072E+07;3,515434E+07;3,481707E+07;3,45027E+07;3,419168E+07;3,381453E+07;3,344105E+07;3,311313E+07;3,268295E+07;3,228319E+07;3,195429E+07;3,16092E+07;3,129665E+07;3,102337E+07;3,073925E+07;3,0455E+07;Spain;ESP;Population, total;SP.POP.TOTL
Население, всего;Италия;;6,080208E+07;6,078914E+07;6,023395E+07;5,953972E+07;5,937945E+07;5,927742E+07;5,909536E+07;5,882673E+07;5,843831E+07;5,814398E+07;5,796948E+07;5,768533E+07;5,73132E+07;5,705901E+07;5,69741E+07;5,694211E+07;5,691632E+07;5,690674E+07;5,689037E+07;5,686028E+07;5,68443E+07;5,68434E+07;5,683182E+07;5,679709E+07;5,675852E+07;5,671924E+07;5,667178E+07;5,662929E+07;5,660193E+07;5,659616E+07;5,659307E+07;5,657672E+07;5,656407E+07;5,654355E+07;5,650168E+07;5,643388E+07;5,631775E+07;5,615514E+07;5,595541E+07;5,571826E+07;5,5441E+07;5,511087E+07;5,475141E+07;5,438134E+07;5,407349E+07;5,382185E+07;5,353795E+07;5,323575E+07;5,29005E+07;5,2519E+07;5,211235E+07;5,167535E+07;5,1252E+07;5,087945E+07;5,053635E+07;5,01997E+07;Italy;ITA;Population, total;SP.POP.TOTL
Население, всего;Йемен;;2,683222E+07;2,618368E+07;2,553322E+07;2,488279E+07;2,423494E+07;2,359197E+07;2,295423E+07;2,23227E+07;2,17011E+07;2,109397E+07;2,050438E+07;1,993162E+07;1,937401E+07;1,88321E+07;1,830629E+07;1,779522E+07;1,730442E+07;1,682994E+07;1,634981E+07;1,583475E+07;1,526615E+07;1,463309E+07;1,394812E+07;1,3245E+07;1,257124E+07;1,19611E+07;1,142691E+07;1,095898E+07;1,05426E+07;1,015361E+07;9774242;9402070;9043210;8698304;8369708;8059381;7765087;7485921;7226885;6994840;6793979;6626208;6487853;6370599;6262934;6156234;6047230;5937125;5827223;5720538;5619170;5522690;5429501;5339285;5251663;5166311;Yemen, Rep.;YEM;Population, total;SP.POP.TOTL
Население, всего;Кабо-Верде;;520502;513906;507258;500870;495159;490379;486673;483824;481278;478265;474224;468985;462675;455396;447357;438737;429576;419884;409805;399508;389156;378763;368423;358473;349326;341256;334473;328861;323972;319161;313976;308251;302174;296071;290428;285599;281555;278152;275479;273625;272575;272509;273211;273788;273053;270197;264885;257478;248733;239765;231427;223854;216913;210866;205958;202316;Cabo Verde;CPV;Population, total;SP.POP.TOTL
Население, всего;Казахстан;;1,754413E+07;1,728922E+07;1,703528E+07;1,679142E+07;1,65566E+07;1,632158E+07;1,60927E+07;1,5674E+07;1,548419E+07;1,530808E+07;1,514703E+07;1,501299E+07;1,490902E+07;1,485895E+07;1,485834E+07;1,488363E+07;1,492843E+07;1,50713E+07;1,53337E+07;1,557789E+07;1,581563E+07;1,60952E+07;1,633042E+07;1,64391E+07;1,64505E+07;1,6348E+07;1,62495E+07;1,598251E+07;1,580175E+07;1,560093E+07;1,540301E+07;1,521405E+07;1,50305E+07;1,485399E+07;1,468379E+07;1,451892E+07;1,436242E+07;1,421511E+07;1,407068E+07;1,392011E+07;1,375679E+07;1,357705E+07;1,338221E+07;1,317658E+07;1,296692E+07;1,275725E+07;1,255012E+07;1,234141E+07;1,21205E+07;1,187294E+07;1,158887E+07;1,126733E+07;1,091355E+07;1,053206E+07;1,012986E+07;9714260;Kazakhstan;KAZ;Population, total;SP.POP.TOTL
Население, всего;Каймановы острова;;59967;59172;58369;57522;56580;55509;54285;52925;51480;50028;48623;47299;46032;44742;43317;41685;39810;37742;35596;33535;31672;30055;28652;27402;26211;25009;23776;22539;21343;20254;19315;18543;17911;17357;16795;16164;15447;14663;13840;13020;12238;11494;10785;10137;9583;9144;8831;8632;8518;8442;8371;8299;8228;8142;8026;7867;Cayman Islands;CYM;Population, total;SP.POP.TOTL
Население, всего;Камбоджа;;1,55779E+07;1,532814E+07;1,507856E+07;1,483226E+07;1,45931E+07;1,436359E+07;1,414434E+07;1,393366E+07;1,37287E+07;1,352536E+07;1,332006E+07;1,311233E+07;1,290122E+07;1,268198E+07;1,244888E+07;1,219791E+07;1,192831E+07;1,164151E+07;1,133873E+07;1,102216E+07;1,069446E+07;1,035525E+07;1,000709E+07;9659238;9323607;9008856;8723550;8467109;8228268;7990133;7743065;7475011;7196139;6945053;6774509;6718241;6795102;6982522;7222050;7431505;7551988;7561583;7478147;7331162;7167716;7022185;6902025;6795514;6695460;6588993;6467196;6329411;6181137;6026696;5872247;5722370;Cambodia;KHM;Population, total;SP.POP.TOTL
Население, всего;Камерун;;2,334418E+07;2,277301E+07;2,221117E+07;2,165949E+07;2,111906E+07;2,059067E+07;2,007452E+07;1,957042E+07;1,90781E+07;1,859711E+07;1,8127E+07;1,766758E+07;1,721859E+07;1,677943E+07;1,634936E+07;1,592771E+07;1,551425E+07;1,510863E+07;1,470996E+07;1,431719E+07;1,392958E+07;1,354682E+07;1,31691E+07;1,279674E+07;1,243031E+07;1,207036E+07;1,171698E+07;1,137039E+07;1,103152E+07;1,070146E+07;1,03811E+07;1,007078E+07;9770555;9480638;9201146;8932121;8673666;8425707;8187840;7959500;7740196;7529704;7327874;7134374;6948847;6770967;6600479;6437157;6280743;6130990;5987671;5850454;5719135;5593768;5474509;5361367;Cameroon;CMR;Population, total;SP.POP.TOTL
Население, всего;Канада;;3,585178E+07;3,554366E+07;3,51555E+07;3,475148E+07;3,434278E+07;3,400527E+07;3,362857E+07;3,324577E+07;3,288793E+07;3,25705E+07;3,2312E+07;3,1995E+07;3,1676E+07;3,1362E+07;3,10819E+07;3,07697E+07;3,04992E+07;3,02479E+07;2,99872E+07;2,96719E+07;2,9354E+07;2,911191E+07;2,883341E+07;2,85196E+07;2,817168E+07;2,7791E+07;2,7379E+07;2,6895E+07;2,655E+07;2,6204E+07;2,5942E+07;2,5702E+07;2,5456E+07;2,5202E+07;2,49E+07;2,4593E+07;2,4277E+07;2,4036E+07;2,3796E+07;2,3518E+07;2,3209E+07;2,277409E+07;2,236941E+07;2,199363E+07;2,164554E+07;2,1324E+07;2,1028E+07;2,0744E+07;2,0412E+07;2,0048E+07;1,9678E+07;1,9325E+07;1,8964E+07;1,8614E+07;1,8271E+07;1,790901E+07;Canada;CAN;Population, total;SP.POP.TOTL
Население, всего;Катар;;2235355;2172065;2101288;2015624;1905437;1765513;1591151;1388962;1178955;988448;836924;732096;668165;634388;613720;593453;570643;548618;528213;511864;501019;495179;492120;489668;485114;476478;463062;445203;423327;398326;371071;341286;309276;277242;248053;223715;205244;192018;182370;173759;164333;153593;142111;130377;119246;109329;100697;93043;86161;79735;73543;67487;61647;56187;51355;47309;Qatar;QAT;Population, total;SP.POP.TOTL
Население, всего;Кения;;4,60503E+07;4,486358E+07;4,369288E+07;4,254298E+07;4,141995E+07;4,032831E+07;3,926999E+07;3,824444E+07;3,725054E+07;3,628602E+07;3,534904E+07;3,443746E+07;3,355108E+07;3,269198E+07;3,186328E+07;3,106582E+07;3,030124E+07;2,956461E+07;2,884224E+07;2,811603E+07;2,737304E+07;2,660809E+07;2,582474E+07;2,502975E+07;2,423409E+07;2,344623E+07;2,266824E+07;2,1899E+07;2,114034E+07;2,039372E+07;1,966071E+07;1,89426E+07;1,824133E+07;1,755978E+07;1,690118E+07;1,626791E+07;1,566141E+07;1,50816E+07;1,452719E+07;1,399597E+07;1,348624E+07;1,299745E+07;1,252981E+07;1,208317E+07;1,165748E+07;1,125247E+07;1,086772E+07;1,050225E+07;1,015449E+07;9822505;9504702;9200158;8908425;8628973;8361442;8105440;Kenya;KEN;Population, total;SP.POP.TOTL
Население, всего;Кипр;;1165300;1153658;1141652;1129303;1116644;1103685;1090486;1077010;1063040;1048293;1032586;1015827;998150;979883;961482;943287;925491;908040;890733;873246;855389;837166;818814;800660;783138;766611;751047;736477;723380;712340;703693;697717;694074;691711;689173;685406;680013;673252;665528;657526;649755;642335;635109;628000;620860;613619;606117;598491;591304;585311;580971;578629;577912;577691;576395;572929;Cyprus;CYP;Population, total;SP.POP.TOTL
Население, всего;Кирибати;;112423;110470;108544;106620;104662;102648;100566;98437;96310;94257;92329;90545;88892;87343;85858;84406;82969;81556;80190;78907;77727;76674;75722;74773;73698;72411;70863;69104;67262;65519;64006;62768;61760;60918;60137;59340;58509;57664;56815;55980;55169;54382;53605;52823;52020;51181;50303;49389;48440;47461;46455;45424;44372;43312;42261;41234;Kiribati;KIR;Population, total;SP.POP.TOTL
Население, всего;Китай;;1,37122E+09;1,36427E+09;1,35738E+09;1,350695E+09;1,34413E+09;1,337705E+09;1,33126E+09;1,324655E+09;1,317885E+09;1,31102E+09;1,30372E+09;1,296075E+09;1,2884E+09;1,2804E+09;1,27185E+09;1,262645E+09;1,252735E+09;1,241935E+09;1,230075E+09;1,21755E+09;1,204855E+09;1,191835E+09;1,17844E+09;1,16497E+09;1,15078E+09;1,135185E+09;1,11865E+09;1,10163E+09;1,084035E+09;1,06679E+09;1,05104E+09;1,036825E+09;1,02331E+09;1,00863E+09;9,93885E+08;9,81235E+08;9,69005E+08;9,56165E+08;9,43455E+08;9,30685E+08;9,16395E+08;9,0035E+08;8,8194E+08;8,6203E+08;8,41105E+08;8,18315E+08;7,96025E+08;7,7451E+08;7,5455E+08;7,354E+08;7,15185E+08;6,98355E+08;6,82335E+08;6,6577E+08;6,6033E+08;6,6707E+08;China;CHN;Population, total;SP.POP.TOTL
Население, всего;Колумбия;;4,82287E+07;4,779139E+07;4,734236E+07;4,688102E+07;4,640645E+07;4,59181E+07;4,541628E+07;4,490166E+07;4,437465E+07;4,383574E+07;4,328564E+07;4,272416E+07;4,215215E+07;4,157249E+07;4,098891E+07;4,040396E+07;3,981928E+07;3,923406E+07;3,864541E+07;3,804904E+07;3,744198E+07;3,682354E+07;3,619517E+07;3,555868E+07;3,491677E+07;3,427156E+07;3,362444E+07;3,297553E+07;3,232433E+07;3,166978E+07;3,101169E+07;3,035008E+07;2,96871E+07;2,902716E+07;2,8376E+07;2,77379E+07;2,711351E+07;2,650217E+07;2,590512E+07;2,532341E+07;2,475697E+07;2,420802E+07;2,36745E+07;2,31468E+07;2,261199E+07;2,206121E+07;2,149095E+07;2,090506E+07;2,031137E+07;1,972146E+07;1,914422E+07;1,858197E+07;1,803355E+07;1,750017E+07;1,698231E+07;1,648038E+07;Colombia;COL;Population, total;SP.POP.TOTL
Население, всего;Коморские острова;;788474;769991;751697;733661;715972;698695;681845;665414;649404;633814;618632;603869;589500;575428;561525;547696;533909;520180;506525;492979;479574;466309;453188;440252;427556;415144;403003;391133;379589;368443;357729;347548;337853;328355;318659;308518;297765;286583;275496;265234;256309;248921;242875;237797;233125;228443;223629;218794;214038;209536;205412;201665;198205;194960;191828;188732;Comoros;COM;Population, total;SP.POP.TOTL
